202.239.226.239 - - [05/Oct/2019:09:11:48 +0000] "GET /events HTTP/1.1" 200 29015 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:35 +0000] "GET /events HTTP/1.1" 200 29015 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:35 +0000] "GET /assets/companies.self-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.css?body=1 HTTP/1.1" 200 0 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/custom.self-fce793deb655f0f2d3e58168b99a91b90dcb5e4de5024b70e3568235f58f81df.css?body=1 HTTP/1.1" 200 637 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/jobs.self-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.css?body=1 HTTP/1.1" 200 0 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/lessons.self-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.css?body=1 HTTP/1.1" 200 0 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/user_events.self-e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855.css?body=1 HTTP/1.1" 200 0 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/users.self-2e21af54367a32e5b2b68ad9a62b150369876ac07a8d84057129e69139a89df6.css?body=1 HTTP/1.1" 200 465 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/jquery_ujs.self-784a997f6726036b1993eb2217c9cb558e1cbb801c6da88105588c56f13b466a.js?body=1 HTTP/1.1" 200 21600 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/turbolinks.self-569ee74eaa15c1e2019317ff770b8769b1ec033a0f572a485f64c82ddc8f989e.js?body=1 HTTP/1.1" 200 38521 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/action_cable.self-69fddfcddf4fdef9828648f9330d6ce108b93b82b0b8d3affffc59a114853451.js?body=1 HTTP/1.1" 200 20539 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/cable.self-98cbe09d0a2ee6de01858ad9ce5759c4a8b6d2df55aa26ba0e36233fba255f9f.js?body=1 HTTP/1.1" 200 290 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
202.239.226.239 - - [05/Oct/2019:09:16:36 +0000] "GET /assets/events.self-e0ba6a6eb6a8760fe8cc7d2625e39403ab0994b35ffc77dff2c228db3483dbeb.css?body=1 HTTP/1.1" 200 406435 "http://18.190.134.185/events" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36" "-"
